Name,Opponent,Win,Weight_Class,Title_Bout,Method,Round,Time,Time_format,Referee,Date,Location,Fighter_A_Totals_Fighter,Fighter_A_Totals_KD,Fighter_A_Totals_Sig_str,Fighter_A_Totals_Sig_str_Pct,Fighter_A_Totals_Total_str,Fighter_A_Totals_Td_Pct,Fighter_A_Totals_Sub_att,Fighter_A_Totals_Rev,Fighter_A_Totals_Ctrl,Fighter_A_Significant_Strikes_Fighter,Fighter_A_Significant_Strikes_Sig_str,Fighter_A_Significant_Strikes_Sig_str_Pct,Fighter_A_Significant_Strikes_Head,Fighter_A_Significant_Strikes_Body,Fighter_A_Significant_Strikes_Leg,Fighter_A_Significant_Strikes_Distance,Fighter_A_Significant_Strikes_Clinch,Fighter_A_Significant_Strikes_Ground,Fighter_B_Totals_Fighter,Fighter_B_Totals_KD,Fighter_B_Totals_Sig_str,Fighter_B_Totals_Sig_str_Pct,Fighter_B_Totals_Total_str,Fighter_B_Totals_Td_Pct,Fighter_B_Totals_Sub_att,Fighter_B_Totals_Rev,Fighter_B_Totals_Ctrl,Fighter_B_Significant_Strikes_Fighter,Fighter_B_Significant_Strikes_Sig_str,Fighter_B_Significant_Strikes_Sig_str_Pct,Fighter_B_Significant_Strikes_Head,Fighter_B_Significant_Strikes_Body,Fighter_B_Significant_Strikes_Leg,Fighter_B_Significant_Strikes_Distance,Fighter_B_Significant_Strikes_Clinch,Fighter_B_Significant_Strikes_Ground
Yves Edwards,Caol Uno,0,Lightweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Larry_Landless,"Date:May 10, 2002","Location:Bossier City, Louisiana, USA",,,,,,,,,,,,,,,,,,,Yves Edwards,0.0,5 of 9,55%,16 of 20,100%,0.0,0.0,2:16,Yves Edwards,5 of 9,55%,1 of 5,2 of 2,2 of 2,0 of 0,5 of 8,0 of 1
Ivan Salaverry,Andrei Semenov,1,Middleweight,0,KO/TKO,3,2:27,3_Rnd_(5-5-5),Mason_White,"Date:May 10, 2002","Location:Bossier City, Louisiana, USA",Ivan Salaverry,0.0,13 of 25,52%,69 of 81,100%,4.0,0.0,3:24,Ivan Salaverry,13 of 25,52%,5 of 12,4 of 6,4 of 7,7 of 11,1 of 3,5 of 11,,,,,,,,,,,,,,,,,,
Andrei Semenov,Ivan Salaverry,0,Middleweight,0,KO/TKO,3,2:27,3_Rnd_(5-5-5),Mason_White,"Date:May 10, 2002","Location:Bossier City, Louisiana, USA",,,,,,,,,,,,,,,,,,,Andrei Semenov,0.0,0 of 13,0%,0 of 13,100%,1.0,0.0,0:51,Andrei Semenov,0 of 13,0%,0 of 12,0 of 1,0 of 0,0 of 11,0 of 1,0 of 1
Benji Radach,Steve Berger,0,Welterweight,0,Overturned,1,0:27,3_Rnd_(5-5-5),John_McCarthy,"Date:May 10, 2002","Location:Bossier City, Louisiana, USA",Benji Radach,1.0,10 of 12,83%,10 of 12,---,0.0,0.0,0:13,Benji Radach,10 of 12,83%,10 of 12,0 of 0,0 of 0,1 of 1,0 of 0,9 of 11,,,,,,,,,,,,,,,,,,
Steve Berger,Benji Radach,0,Welterweight,0,Overturned,1,0:27,3_Rnd_(5-5-5),John_McCarthy,"Date:May 10, 2002","Location:Bossier City, Louisiana, USA",,,,,,,,,,,,,,,,,,,Steve Berger,0.0,0 of 2,0%,0 of 2,---,0.0,0.0,0:00,Steve Berger,0 of 2,0%,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
Robbie Lawler,Aaron Riley,1,Welterweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),John_McCarthy,"Date:May 10, 2002","Location:Bossier City, Louisiana, USA",Robbie Lawler,1.0,25 of 62,40%,33 of 70,50%,0.0,0.0,1:21,Robbie Lawler,25 of 62,40%,21 of 56,3 of 4,1 of 2,16 of 40,5 of 13,4 of 9,,,,,,,,,,,,,,,,,,
Aaron Riley,Robbie Lawler,0,Welterweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),John_McCarthy,"Date:May 10, 2002","Location:Bossier City, Louisiana, USA",,,,,,,,,,,,,,,,,,,Aaron Riley,0.0,16 of 37,43%,19 of 40,0%,0.0,0.0,0:00,Aaron Riley,16 of 37,43%,4 of 21,5 of 5,7 of 11,10 of 29,6 of 8,0 of 0
Josh Barnett,Randy Couture,1,Heavyweight,1,KO/TKO,2,4:35,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",Josh Barnett,0.0,15 of 19,78%,15 of 19,---,1.0,0.0,0:16,Josh Barnett,15 of 19,78%,5 of 7,9 of 10,1 of 2,0 of 1,12 of 14,3 of 4,,,,,,,,,,,,,,,,,,
Randy Couture,Josh Barnett,0,Heavyweight,1,KO/TKO,2,4:35,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Randy Couture,0.0,15 of 16,93%,24 of 25,50%,0.0,0.0,4:31,Randy Couture,15 of 16,93%,10 of 11,4 of 4,1 of 1,0 of 0,8 of 8,7 of 8
Pedro Rizzo,Andrei Arlovski,1,Heavyweight,0,KO/TKO,3,1:45,3_Rnd_(5-5-5),Larry_Landless,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",Pedro Rizzo,0.0,11 of 38,28%,11 of 38,---,0.0,0.0,0:00,Pedro Rizzo,11 of 38,28%,5 of 30,1 of 1,5 of 7,10 of 37,1 of 1,0 of 0,,,,,,,,,,,,,,,,,,
Andrei Arlovski,Pedro Rizzo,0,Heavyweight,0,KO/TKO,3,1:45,3_Rnd_(5-5-5),Larry_Landless,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Andrei Arlovski,0.0,15 of 42,35%,15 of 42,---,0.0,0.0,0:00,Andrei Arlovski,15 of 42,35%,5 of 25,0 of 0,10 of 17,15 of 41,0 of 1,0 of 0
Matt Hughes,Hayato Sakurai,1,Welterweight,1,KO/TKO,4,3:01,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",Matt Hughes,0.0,4 of 10,40%,20 of 26,100%,0.0,0.0,4:22,Matt Hughes,4 of 10,40%,4 of 10,0 of 0,0 of 0,2 of 2,0 of 0,2 of 8,,,,,,,,,,,,,,,,,,
Hayato Sakurai,Matt Hughes,0,Welterweight,1,KO/TKO,4,3:01,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Hayato Sakurai,0.0,2 of 5,40%,7 of 11,---,0.0,0.0,0:00,Hayato Sakurai,2 of 5,40%,1 of 4,0 of 0,1 of 1,2 of 5,0 of 0,0 of 0
Matt Lindland,Pat Miletich,1,Middleweight,0,KO/TKO,1,3:09,3_Rnd_(5-5-5),Larry_Landless,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",Matt Lindland,0.0,20 of 40,50%,62 of 85,100%,0.0,0.0,2:50,Matt Lindland,20 of 40,50%,19 of 39,1 of 1,0 of 0,0 of 2,0 of 0,20 of 38,,,,,,,,,,,,,,,,,,
Pat Miletich,Matt Lindland,0,Middleweight,0,KO/TKO,1,3:09,3_Rnd_(5-5-5),Larry_Landless,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Pat Miletich,0.0,1 of 2,50%,1 of 2,---,0.0,0.0,0:00,Pat Miletich,1 of 2,50%,0 of 1,1 of 1,0 of 0,1 of 2,0 of 0,0 of 0
Evan Tanner,Elvis Sinosic,1,Light Heavyweight,0,TKO - Doctor's Stoppage,1,2:06,3_Rnd_(5-5-5),Mason_White,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",Evan Tanner,0.0,7 of 13,53%,12 of 18,---,0.0,0.0,1:43,Evan Tanner,7 of 13,53%,5 of 10,2 of 3,0 of 0,0 of 4,2 of 3,5 of 6,,,,,,,,,,,,,,,,,,
Elvis Sinosic,Evan Tanner,0,Light Heavyweight,0,TKO - Doctor's Stoppage,1,2:06,3_Rnd_(5-5-5),Mason_White,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Elvis Sinosic,0.0,4 of 8,50%,7 of 11,---,0.0,0.0,0:00,Elvis Sinosic,4 of 8,50%,0 of 4,2 of 2,2 of 2,2 of 5,2 of 3,0 of 0
Frank Mir,Pete Williams,1,Heavyweight,0,Submission,1,0:46,3_Rnd_(5-5-5),John_McCarthy,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",Frank Mir,0.0,4 of 6,66%,4 of 6,---,1.0,0.0,0:02,Frank Mir,4 of 6,66%,1 of 3,1 of 1,2 of 2,4 of 6,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Pete Williams,Frank Mir,0,Heavyweight,0,Submission,1,0:46,3_Rnd_(5-5-5),John_McCarthy,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Pete Williams,0.0,0 of 1,0%,0 of 1,100%,0.0,0.0,0:19,Pete Williams,0 of 1,0%,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
Matt Serra,Kelly Dullanty,1,Lightweight,0,Submission,1,2:58,3_Rnd_(5-5-5),Larry_Landless,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",Matt Serra,0.0,2 of 8,25%,14 of 20,33%,3.0,0.0,2:22,Matt Serra,2 of 8,25%,2 of 8,0 of 0,0 of 0,0 of 2,0 of 0,2 of 6,,,,,,,,,,,,,,,,,,
Kelly Dullanty,Matt Serra,0,Lightweight,0,Submission,1,2:58,3_Rnd_(5-5-5),Larry_Landless,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Kelly Dullanty,0.0,0 of 1,0%,17 of 21,---,0.0,0.0,0:11,Kelly Dullanty,0 of 1,0%,0 of 1,0 of 0,0 of 0,0 of 0,0 of 1,0 of 0
Sean Sherk,Jutaro Nakao,1,Welterweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Mason_White,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",Sean Sherk,0.0,4 of 5,80%,59 of 63,28%,0.0,0.0,4:02,Sean Sherk,4 of 5,80%,2 of 3,1 of 1,1 of 1,0 of 1,2 of 2,2 of 2,,,,,,,,,,,,,,,,,,
Jutaro Nakao,Sean Sherk,0,Welterweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Mason_White,"Date:March 22, 2002","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Jutaro Nakao,0.0,2 of 7,28%,2 of 7,---,0.0,0.0,0:02,Jutaro Nakao,2 of 7,28%,0 of 2,2 of 5,0 of 0,0 of 2,2 of 5,0 of 0
Jens Pulver,BJ Penn,1,Lightweight,1,Decision - Majority,5,5:00,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",Jens Pulver,0.0,2 of 8,25%,22 of 28,100%,0.0,0.0,2:39,Jens Pulver,2 of 8,25%,1 of 7,1 of 1,0 of 0,2 of 6,0 of 0,0 of 2,,,,,,,,,,,,,,,,,,
BJ Penn,Jens Pulver,0,Lightweight,1,Decision - Majority,5,5:00,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",,,,,,,,,,,,,,,,,,,BJ Penn,0.0,4 of 7,57%,41 of 47,50%,1.0,0.0,1:13,BJ Penn,4 of 7,57%,3 of 6,1 of 1,0 of 0,3 of 6,1 of 1,0 of 0
Ricco Rodriguez,Jeff Monson,1,Heavyweight,0,KO/TKO,3,3:00,3_Rnd_(5-5-5),Larry_Landless,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",Ricco Rodriguez,0.0,14 of 17,82%,29 of 33,100%,1.0,0.0,2:26,Ricco Rodriguez,14 of 17,82%,9 of 11,5 of 6,0 of 0,0 of 1,7 of 9,7 of 7,,,,,,,,,,,,,,,,,,
Jeff Monson,Ricco Rodriguez,0,Heavyweight,0,KO/TKO,3,3:00,3_Rnd_(5-5-5),Larry_Landless,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",,,,,,,,,,,,,,,,,,,Jeff Monson,0.0,4 of 5,80%,28 of 29,50%,0.0,0.0,1:55,Jeff Monson,4 of 5,80%,0 of 1,2 of 2,2 of 2,0 of 1,4 of 4,0 of 0
Murilo Bustamante,Dave Menne,1,Middleweight,1,KO/TKO,2,0:44,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",Murilo Bustamante,0.0,3 of 5,60%,8 of 10,28%,0.0,0.0,3:06,Murilo Bustamante,3 of 5,60%,2 of 4,1 of 1,0 of 0,2 of 2,1 of 3,0 of 0,,,,,,,,,,,,,,,,,,
Dave Menne,Murilo Bustamante,0,Middleweight,1,KO/TKO,2,0:44,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",,,,,,,,,,,,,,,,,,,Dave Menne,0.0,10 of 24,41%,19 of 33,---,0.0,0.0,0:00,Dave Menne,10 of 24,41%,2 of 15,4 of 4,4 of 5,3 of 16,7 of 8,0 of 0
Chuck Liddell,Amar Suloev,1,Light Heavyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Larry_Landless,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",Chuck Liddell,0.0,15 of 50,30%,15 of 50,---,0.0,0.0,0:00,Chuck Liddell,15 of 50,30%,7 of 39,0 of 0,8 of 11,14 of 48,1 of 2,0 of 0,,,,,,,,,,,,,,,,,,
Amar Suloev,Chuck Liddell,0,Light Heavyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Larry_Landless,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",,,,,,,,,,,,,,,,,,,Amar Suloev,0.0,10 of 26,38%,10 of 26,---,0.0,0.0,0:00,Amar Suloev,10 of 26,38%,6 of 20,1 of 3,3 of 3,10 of 26,0 of 0,0 of 0
Andrei Semenov,Ricardo Almeida,1,Middleweight,0,KO/TKO,2,2:01,3_Rnd_(5-5-5),Mason_White,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",Andrei Semenov,0.0,2 of 16,12%,30 of 44,---,0.0,0.0,1:42,Andrei Semenov,2 of 16,12%,2 of 16,0 of 0,0 of 0,1 of 13,1 of 2,0 of 1,,,,,,,,,,,,,,,,,,
Ricardo Almeida,Andrei Semenov,0,Middleweight,0,KO/TKO,2,2:01,3_Rnd_(5-5-5),Mason_White,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",,,,,,,,,,,,,,,,,,,Ricardo Almeida,0.0,7 of 26,26%,7 of 26,33%,2.0,0.0,0:45,Ricardo Almeida,7 of 26,26%,3 of 22,1 of 1,3 of 3,3 of 21,4 of 5,0 of 0
Kevin Randleman,Renato Sobral,1,Light Heavyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),John_McCarthy,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",Kevin Randleman,0.0,4 of 12,33%,32 of 41,100%,0.0,0.0,3:58,Kevin Randleman,4 of 12,33%,4 of 12,0 of 0,0 of 0,0 of 0,0 of 0,4 of 12,,,,,,,,,,,,,,,,,,
Renato Sobral,Kevin Randleman,0,Light Heavyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),John_McCarthy,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",,,,,,,,,,,,,,,,,,,Renato Sobral,0.0,1 of 2,50%,6 of 7,---,0.0,0.0,0:00,Renato Sobral,1 of 2,50%,0 of 1,0 of 0,1 of 1,0 of 1,1 of 1,0 of 0
Gil Castillo,Chris Brennan,1,Welterweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Mason_White,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",Gil Castillo,0.0,4 of 8,50%,32 of 38,100%,0.0,0.0,3:49,Gil Castillo,4 of 8,50%,4 of 8,0 of 0,0 of 0,1 of 3,0 of 0,3 of 5,,,,,,,,,,,,,,,,,,
Chris Brennan,Gil Castillo,0,Welterweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Mason_White,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",,,,,,,,,,,,,,,,,,,Chris Brennan,0.0,5 of 18,27%,13 of 26,0%,0.0,0.0,0:05,Chris Brennan,5 of 18,27%,1 of 11,3 of 4,1 of 3,1 of 13,3 of 4,1 of 1
Eugene Jackson,Keith Rockel,1,Middleweight,0,Submission,2,1:14,3_Rnd_(5-5-5),Larry_Landless,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",Eugene Jackson,0.0,0 of 0,---,42 of 43,---,0.0,0.0,0:00,Eugene Jackson,0 of 0,---,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Keith Rockel,Eugene Jackson,0,Middleweight,0,Submission,2,1:14,3_Rnd_(5-5-5),Larry_Landless,"Date:January 11, 2002","Location:Uncasville, Connecticut, USA",,,,,,,,,,,,,,,,,,,Keith Rockel,0.0,4 of 8,50%,13 of 17,100%,2.0,0.0,4:44,Keith Rockel,4 of 8,50%,3 of 7,1 of 1,0 of 0,0 of 0,0 of 0,4 of 8
Randy Couture,Pedro Rizzo,1,Heavyweight,1,KO/TKO,3,3:22,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",Randy Couture,0.0,18 of 23,78%,37 of 42,50%,0.0,0.0,2:29,Randy Couture,18 of 23,78%,11 of 16,1 of 1,6 of 6,5 of 8,4 of 4,9 of 11,,,,,,,,,,,,,,,,,,
Pedro Rizzo,Randy Couture,0,Heavyweight,1,KO/TKO,3,3:22,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Pedro Rizzo,0.0,6 of 10,60%,9 of 14,100%,0.0,0.0,0:00,Pedro Rizzo,6 of 10,60%,3 of 7,1 of 1,2 of 2,3 of 7,3 of 3,0 of 0
Ricco Rodriguez,Pete Williams,1,Heavyweight,0,KO/TKO,2,4:02,3_Rnd_(5-5-5),Mario_Yamasaki,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",Ricco Rodriguez,0.0,13 of 27,48%,53 of 67,100%,1.0,0.0,4:18,Ricco Rodriguez,13 of 27,48%,12 of 26,1 of 1,0 of 0,0 of 3,0 of 0,13 of 24,,,,,,,,,,,,,,,,,,
Pete Williams,Ricco Rodriguez,0,Heavyweight,0,KO/TKO,2,4:02,3_Rnd_(5-5-5),Mario_Yamasaki,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Pete Williams,0.0,1 of 2,50%,6 of 8,---,1.0,0.0,0:00,Pete Williams,1 of 2,50%,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0
Matt Hughes,Carlos Newton,1,Welterweight,1,KO/TKO,2,1:27,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",Matt Hughes,0.0,7 of 10,70%,13 of 16,100%,1.0,0.0,2:59,Matt Hughes,7 of 10,70%,7 of 10,0 of 0,0 of 0,0 of 1,2 of 2,5 of 7,,,,,,,,,,,,,,,,,,
Carlos Newton,Matt Hughes,0,Welterweight,1,KO/TKO,2,1:27,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Carlos Newton,0.0,2 of 5,40%,18 of 21,---,0.0,2.0,1:33,Carlos Newton,2 of 5,40%,0 of 3,2 of 2,0 of 0,0 of 2,2 of 3,0 of 0
BJ Penn,Caol Uno,1,Lightweight,0,KO/TKO,1,0:11,3_Rnd_(5-5-5),Larry_Landless,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",BJ Penn,1.0,5 of 6,83%,5 of 6,100%,0.0,0.0,0:02,BJ Penn,5 of 6,83%,5 of 6,0 of 0,0 of 0,1 of 2,0 of 0,4 of 4,,,,,,,,,,,,,,,,,,
Caol Uno,BJ Penn,0,Lightweight,0,KO/TKO,1,0:11,3_Rnd_(5-5-5),Larry_Landless,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Caol Uno,0.0,0 of 1,0%,0 of 1,---,0.0,0.0,0:00,Caol Uno,0 of 1,0%,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
Josh Barnett,Bobby Hoffman,1,Heavyweight,0,KO/TKO,2,4:25,3_Rnd_(5-5-5),John_McCarthy,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",Josh Barnett,0.0,5 of 6,83%,21 of 22,100%,1.0,0.0,1:18,Josh Barnett,5 of 6,83%,1 of 2,2 of 2,2 of 2,1 of 2,3 of 3,1 of 1,,,,,,,,,,,,,,,,,,
Bobby Hoffman,Josh Barnett,0,Heavyweight,0,KO/TKO,2,4:25,3_Rnd_(5-5-5),John_McCarthy,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Bobby Hoffman,0.0,5 of 13,38%,13 of 22,50%,1.0,1.0,3:22,Bobby Hoffman,5 of 13,38%,3 of 10,1 of 2,1 of 1,0 of 1,2 of 3,3 of 9
Evan Tanner,Homer Moore,1,Light Heavyweight,0,Submission,2,0:55,3_Rnd_(5-5-5),Mario_Yamasaki,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",Evan Tanner,0.0,3 of 3,100%,5 of 6,---,3.0,0.0,0:00,Evan Tanner,3 of 3,100%,1 of 1,0 of 0,2 of 2,2 of 2,1 of 1,0 of 0,,,,,,,,,,,,,,,,,,
Homer Moore,Evan Tanner,0,Light Heavyweight,0,Submission,2,0:55,3_Rnd_(5-5-5),Mario_Yamasaki,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Homer Moore,0.0,4 of 8,50%,10 of 14,50%,0.0,0.0,3:57,Homer Moore,4 of 8,50%,4 of 8,0 of 0,0 of 0,2 of 3,0 of 0,2 of 5
Matt Lindland,Phil Baroni,1,Middleweight,0,Decision - Majority,3,5:00,3_Rnd_(5-5-5),John_McCarthy,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",Matt Lindland,0.0,26 of 32,81%,51 of 57,33%,0.0,0.0,3:16,Matt Lindland,26 of 32,81%,17 of 21,3 of 4,6 of 7,1 of 3,22 of 26,3 of 3,,,,,,,,,,,,,,,,,,
Phil Baroni,Matt Lindland,0,Middleweight,0,Decision - Majority,3,5:00,3_Rnd_(5-5-5),John_McCarthy,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Phil Baroni,1.0,15 of 21,71%,35 of 41,---,2.0,0.0,1:12,Phil Baroni,15 of 21,71%,9 of 15,5 of 5,1 of 1,2 of 3,7 of 11,6 of 7
Frank Mir,Roberto Traven,1,Heavyweight,0,Submission,1,1:05,3_Rnd_(5-5-5),Larry_Landless,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",Frank Mir,0.0,3 of 7,42%,6 of 11,---,1.0,0.0,0:36,Frank Mir,3 of 7,42%,1 of 5,0 of 0,2 of 2,3 of 7,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Roberto Traven,Frank Mir,0,Heavyweight,0,Submission,1,1:05,3_Rnd_(5-5-5),Larry_Landless,"Date:November 02, 2001","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Roberto Traven,0.0,1 of 2,50%,1 of 2,---,0.0,0.0,0:00,Roberto Traven,1 of 2,50%,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
Tito Ortiz,Vladimir Matyushenko,1,Light Heavyweight,1,Decision - Unanimous,5,5:00,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:September 28, 2001","Location:Las Vegas, Nevada, USA",Tito Ortiz,0.0,13 of 15,86%,27 of 29,100%,0.0,0.0,4:29,Tito Ortiz,13 of 15,86%,2 of 4,3 of 3,8 of 8,0 of 0,13 of 14,0 of 1,,,,,,,,,,,,,,,,,,
Vladimir Matyushenko,Tito Ortiz,0,Light Heavyweight,1,Decision - Unanimous,5,5:00,5_Rnd_(5-5-5-5-5),John_McCarthy,"Date:September 28, 2001","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Vladimir Matyushenko,0.0,2 of 5,40%,15 of 18,---,0.0,0.0,0:10,Vladimir Matyushenko,2 of 5,40%,0 of 3,1 of 1,1 of 1,0 of 3,2 of 2,0 of 0
Jens Pulver,Dennis Hallman,1,Lightweight,1,Decision - Unanimous,5,5:00,5_Rnd_(5-5-5-5-5),Mario_Yamasaki,"Date:September 28, 2001","Location:Las Vegas, Nevada, USA",Jens Pulver,0.0,1 of 4,25%,8 of 11,---,1.0,0.0,2:32,Jens Pulver,1 of 4,25%,0 of 3,0 of 0,1 of 1,0 of 2,0 of 0,1 of 2,,,,,,,,,,,,,,,,,,
Dennis Hallman,Jens Pulver,0,Lightweight,1,Decision - Unanimous,5,5:00,5_Rnd_(5-5-5-5-5),Mario_Yamasaki,"Date:September 28, 2001","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Dennis Hallman,0.0,3 of 10,30%,8 of 17,50%,1.0,0.0,1:09,Dennis Hallman,3 of 10,30%,0 of 5,1 of 2,2 of 3,3 of 8,0 of 1,0 of 1
Chuck Liddell,Murilo Bustamante,1,Light Heavyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),John_McCarthy,"Date:September 28, 2001","Location:Las Vegas, Nevada, USA",Chuck Liddell,1.0,12 of 26,46%,12 of 26,---,0.0,0.0,0:50,Chuck Liddell,12 of 26,46%,6 of 19,1 of 1,5 of 6,6 of 20,0 of 0,6 of 6,,,,,,,,,,,,,,,,,,
Murilo Bustamante,Chuck Liddell,0,Light Heavyweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),John_McCarthy,"Date:September 28, 2001","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Murilo Bustamante,0.0,5 of 13,38%,5 of 13,22%,0.0,0.0,0:29,Murilo Bustamante,5 of 13,38%,4 of 12,1 of 1,0 of 0,3 of 8,1 of 2,1 of 3
Matt Serra,Yves Edwards,1,Welterweight,0,Decision - Majority,3,5:00,3_Rnd_(5-5-5),Mario_Yamasaki,"Date:September 28, 2001","Location:Las Vegas, Nevada, USA",Matt Serra,0.0,2 of 6,33%,3 of 10,0%,1.0,1.0,2:36,Matt Serra,2 of 6,33%,2 of 6,0 of 0,0 of 0,0 of 2,0 of 0,2 of 4,,,,,,,,,,,,,,,,,,
Yves Edwards,Matt Serra,0,Welterweight,0,Decision - Majority,3,5:00,3_Rnd_(5-5-5),Mario_Yamasaki,"Date:September 28, 2001","Location:Las Vegas, Nevada, USA",,,,,,,,,,,,,,,,,,,Yves Edwards,0.0,4 of 4,100%,6 of 6,---,0.0,0.0,0:19,Yves Edwards,4 of 4,100%,1 of 1,3 of 3,0 of 0,1 of 1,3 of 3,0 of 0
